_id,vendor,division,customer_id,customer,address,city,state,postal_code,vendor_item,buyer_item,quantity,uom,sale,po,po_date
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153962884,20221021
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,1,EA,7.9,7153485113,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153485126,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153631429,20221013
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153631302,20221013
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7154029839,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153262865,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153838716,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,1,EA,7.9,7153208833,20221002
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153796149,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,4,EA,31.58,7153909373,20221020
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,1,EA,7.9,7154080037,20221025
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,4,EA,31.58,7153568871,20221012
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153675378,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153568866,20221012
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,4,EA,31.58,7153568847,20221012
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,4,EA,31.58,7154186435,20221027
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,3,EA,23.69,7153906015,20221020
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,15,EA,118.43,7154252848,20221028
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,2,EA,15.79,7153746440,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,4,EA,31.58,7154138190,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11001853,BILH BIDMC BOSTON,471 BROOKLINE AVE,BOSTON,MA,22155412,904,BW904,1,EA,7.9,7154138153,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,1,BX,9.9,7154151697,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7154151861,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,6,EA,1.86,7154151902,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7154151921,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7153754273,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,34,EA,10.55,7154151951,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,1,BX,9.9,7153497374,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,12,EA,3.72,7153497411,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,14,EA,4.34,7153497412,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,6,EA,2.38,7153497430,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,10,EA,3.96,7153285362,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7153581346,20221012
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7154030226,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7154030236,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,4,EA,31.58,7154030245,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,8,EA,3.17,7154030260,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,12,EA,3.72,7154030273,20221024
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,8,EA,3.17,7154264160,20221028
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,1,BX,9.9,7153424924,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153424958,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,10,EA,3.96,7153217986,20221003
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,406,BW406,2,CS,59.3,7153518335,20221011
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153518498,20221011
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153518582,20221011
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,5,EA,1.55,7154297853,20221031
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,1,BX,9.9,7154297826,20221031
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153374503,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,4,EA,31.58,7153374497,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7153374491,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,406,BW406,2,CS,59.3,7153374283,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,10,EA,3.1,7153980047,20221021
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,5,EA,39.48,7153374451,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,1,EA,7.9,7153374441,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,501,BW501,1,BX,9.9,7153862980,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153374364,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,4,EA,31.58,7153374386,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153374390,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7153863074,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153374429,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,10,EA,3.1,7153518355,20221011
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153682864,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,510,BW510,5,EA,1.55,7153813296,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,3,EA,23.69,7153813325,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,11068060,BILH LAHEY HOSPITAL BURLINGTON,41 MALL RD,BURLINGTON,MA,18050002,904,BW904,2,EA,15.79,7153813347,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20013407,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,284,40789-312,1,CS,40.5,7153266199,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20013407,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,283,40789-311,1,CS,40.5,7153838933,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20013407,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,283,40789-311,1,CS,40.5,7153675340,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20013407,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,280,40789-308,1,CS,40.5,7153311469,20221005
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20013407,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,281,40789-309,1,CS,40.5,7153311469,20221005
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,20014185,BETH ISRAEL DEACONESS HOSPITAL,148 CHESTNUT ST,NEEDHAM,MA,24922523,904,BW904,15,EA,118.43,7153580164,20221012
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,2,EA,15.79,7153266569,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,1,EA,7.9,7154082514,20221025
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,2,EA,15.79,7153517851,20221011
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,2,EA,15.79,7153909367,20221020
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,2,EA,15.79,7154252623,20221028
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,2,EA,15.79,7153631318,20221013
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21045861,BETH ISRAEL DEACONESS MEDICAL,330 BROOKLINE AVE,BOSTON,MA,22155400,904,BW904,1,EA,7.9,7153631336,20221013
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,12,EA,3.72,7153424904,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,3,EA,0.93,7153425017,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,12,EA,3.72,7153862902,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,12,EA,3.72,7154184586,20221027
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,904,BW904,2,EA,15.79,7154151885,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,904,BW904,1,EA,7.9,7154151860,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,501,BW501,1,EA,0.4,7153425017,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,12,EA,3.72,7153327974,20221005
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21109353,LAHEY CLINIC MEDICAL CENTER NO,1 ESSEX CENTER DR,PEABODY,MA,19602901,510,BW510,5,EA,1.55,7153285319,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21143764,BEVERLY HOSPITAL DANVERS,480 MAPLE ST,DANVERS,MA,19234065,696,BW696A,1,CS,76.88,7153892549,20221020
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,1,EA,8.38,7153948894,20221021
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,2,EA,16.76,7153247466,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,2,EA,16.76,7153247485,20221004
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,1,EA,8.38,7153391012,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,2,EA,16.76,7153390991,20221007
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,1,EA,8.38,7154059295,20221025
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21193299,WINCHESTER HOSPITAL,8 PRESIDENTIAL WAY,WOBURN,MA,18011041,908,BW908,1,EA,8.38,7153756774,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21257093,STEWARD GOOD SAMARITAN,235 N PEARL ST,BROCKTON,MA,23011794,904,BW904,3,CS,236.85,7154211449,20221027
500433_0000600078_0000100201_P_20221031_20221102,600078,D013,21257093,STEWARD GOOD SAMARITAN,235 N PEARL ST,BROCKTON,MA,23011794,904,BW904,3,CS,236.85,7153693386,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,10019404,HCA HORIZON MEDICAL CENTER,111 HIGHWAY 70 E,DICKSON,TN,370552080,281,40789-309,1,CS,40.5,7153847776,20221019
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,10019941,VAMC AUGUSTA,800 BAILIE DR,AUGUSTA,GA,309122619,504,BW504,1,CS,87.95,7153743419,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,11193224,HCA TRISTAR STONECREST MEDICAL,200 STONECREST BLVD,SMYRNA,TN,371676810,279,40789-307,1,CS,40.5,7153497553,20221010
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,11193252,HCA SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,370762053,134,40789-208,1,CS,40.5,7153704395,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,21287585,OPTIM SURGERY CENTER,210 E DE RENNE AVE,SAVANNAH,GA,314056736,298,BW298,2,CS,65.9,7153696603,20221014
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,21287585,OPTIM SURGERY CENTER,210 E DE RENNE AVE,SAVANNAH,GA,314056736,298,BW298,1,CS,32.95,7154082916,20221025
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,21289556,CENTENNIAL RECEIVING DEPT,245 GREAT CIRCLE RD,NASHVILLE,TN,372281760,284,40789-312,1,CS,40.5,7153763505,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,21289556,CENTENNIAL RECEIVING DEPT,245 GREAT CIRCLE RD,NASHVILLE,TN,372281760,279,40789-307,1,CS,40.5,7154293753,20221030
500433_0000600078_0000100201_P_20221031_20221102,600078,D021,21289556,CENTENNIAL RECEIVING DEPT,245 GREAT CIRCLE RD,NASHVILLE,TN,372281760,280,40789-308,1,CS,40.5,7154273374,20221028
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,10004377,HCA SURGERY CENTER AT CORAL SP,967 N UNIVERSITY DR,CORAL SPRINGS,FL,330717048,279,40789-307,1,CS,40.5,7154050165,20221026
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,11121529,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,333313609,9251R1,9251R1,1,EA,3.88,7153797066,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,11121529,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,333313609,9251R1,9251R1,2,EA,7.75,7153321519,20221005
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,11121529,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,333313609,9251R1,9251R1,3,EA,11.63,7153754014,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,11193431,HCA WESTSIDE REGIONAL MED CTR,8201 W BROWARD BLVD,PLANTATION,FL,33324,511,BW511,1,BX,12.67,7153368040,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21196743,MARTIN HEALTH SYSTEM,200 SE HOSPITAL AVE,STUART,FL,349942346,4604,3T4185,1,EA,0.43,7153188850,20221001
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21196743,MARTIN HEALTH SYSTEM,200 SE HOSPITAL AVE,STUART,FL,349942346,4604,3T4185,1,EA,0.43,7153188850,20221001
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21196743,MARTIN HEALTH SYSTEM,200 SE HOSPITAL AVE,STUART,FL,349942346,4604,3T4185,3,EA,1.29,7153231059,20221003
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21196743,MARTIN HEALTH SYSTEM,200 SE HOSPITAL AVE,STUART,FL,349942346,4604,3T4185,3,EA,1.29,7153188732,20221001
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,2,EA,0.89,7153372116,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,2,EA,0.89,7154211689,20221027
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,2,EA,0.89,7153803289,20221018
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,4,EA,1.77,7153372108,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,6,EA,2.66,7153374208,20221006
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321040,CLEVELAND CLINIC TRADITION HOS,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,349872111,4604,3T4185,5,EA,2.22,7153753885,20221017
500433_0000600078_0000100201_P_20221031_20221102,600078,D022,21321070,CLEVELAND CLINIC MARTIN SOUTH,2100 SE SALERNO RD,STUART,FL,349976503,4604,3T4185,5,EA,2.22,7154316030,20221031
